tour;tour_len;related_starting_points
[6, 5, 4, 10, 8, 2, 1, 3, 7, 0, 15, 14, 13, 12, 11, 9];7550;42
[14, 4, 10, 8, 9, 11, 12, 13, 5, 6, 15, 2, 1, 3, 7, 0];7090;212
[6, 15, 0, 7, 2, 1, 3, 14, 13, 12, 11, 9, 8, 10, 4, 5];7223;35
[9, 11, 6, 5, 14, 3, 7, 0, 13, 12, 15, 2, 1, 4, 10, 8];8354;2
[4, 14, 3, 1, 2, 12, 13, 5, 6, 11, 7, 0, 15, 9, 8, 10];7825;30
[13, 12, 11, 15, 0, 7, 2, 1, 3, 14, 4, 10, 8, 9, 6, 5];6950;618
[11, 0, 7, 12, 13, 14, 3, 1, 2, 15, 9, 8, 10, 4, 5, 6];7763;50
[6, 5, 4, 10, 8, 9, 2, 1, 15, 12, 13, 14, 3, 7, 0, 11];7990;7
[6, 5, 9, 8, 10, 4, 14, 0, 7, 3, 1, 2, 15, 12, 13, 11];6903;452
[5, 6, 11, 9, 8, 10, 4, 15, 2, 1, 3, 7, 0, 12, 13, 14];7352;13
[1, 14, 4, 10, 8, 9, 11, 12, 3, 7, 0, 15, 13, 5, 6, 2];8368;3
[5, 6, 11, 0, 7, 14, 13, 12, 15, 2, 1, 3, 4, 10, 8, 9];7978;19
[7, 0, 15, 10, 8, 9, 2, 1, 3, 13, 12, 11, 6, 5, 4, 14];8427;11
[4, 10, 8, 9, 6, 11, 13, 12, 15, 0, 2, 1, 3, 7, 14, 5];7153;112
[6, 5, 4, 10, 8, 9, 11, 15, 0, 7, 12, 13, 14, 3, 1, 2];7982;8
[10, 4, 14, 3, 7, 0, 13, 5, 6, 11, 12, 15, 1, 2, 9, 8];7953;27
[6, 9, 15, 0, 7, 11, 12, 13, 14, 4, 10, 8, 2, 1, 3, 5];8316;8
[4, 5, 9, 15, 0, 7, 14, 13, 6, 11, 12, 3, 1, 2, 8, 10];8530;1
[4, 14, 7, 0, 13, 12, 11, 9, 6, 5, 10, 8, 15, 2, 1, 3];8551;2
[5, 14, 13, 12, 15, 2, 1, 3, 4, 10, 8, 9, 0, 7, 11, 6];8049;10
[3, 1, 2, 0, 15, 12, 11, 6, 5, 4, 10, 8, 9, 13, 14, 7];7247;16
[14, 3, 7, 0, 13, 12, 15, 1, 2, 11, 6, 9, 8, 10, 4, 5];8102;2
[2, 1, 3, 12, 13, 14, 5, 8, 10, 4, 7, 0, 11, 6, 9, 15];8371;1
[0, 15, 11, 6, 5, 4, 10, 8, 9, 2, 1, 3, 14, 13, 12, 7];7787;63
[0, 7, 14, 5, 4, 10, 8, 9, 2, 1, 3, 12, 13, 6, 11, 15];8015;7
[10, 8, 9, 0, 7, 14, 5, 6, 13, 12, 11, 15, 2, 1, 3, 4];8026;9
[3, 1, 2, 15, 12, 13, 7, 0, 11, 9, 8, 10, 4, 14, 5, 6];7870;7
[7, 0, 11, 6, 13, 12, 15, 2, 1, 3, 4, 10, 8, 9, 5, 14];8141;14
[1, 2, 0, 15, 12, 13, 11, 9, 8, 10, 4, 5, 6, 14, 7, 3];7171;71
[13, 14, 5, 6, 8, 10, 4, 3, 1, 2, 9, 11, 12, 15, 0, 7];8304;2
[10, 4, 15, 0, 7, 3, 1, 2, 6, 5, 14, 13, 12, 11, 9, 8];7530;6
[7, 8, 10, 4, 14, 5, 6, 9, 11, 13, 12, 15, 0, 2, 1, 3];7487;14
[12, 6, 5, 14, 13, 15, 0, 2, 1, 3, 7, 4, 10, 8, 9, 11];7463;18
[5, 6, 3, 1, 2, 15, 11, 12, 13, 7, 0, 9, 8, 10, 4, 14];7863;10
[7, 14, 5, 4, 10, 8, 2, 1, 3, 15, 9, 6, 11, 12, 13, 0];8435;8
[10, 8, 0, 7, 3, 1, 2, 15, 12, 13, 11, 9, 6, 5, 14, 4];7368;57
[1, 2, 7, 0, 15, 12, 11, 6, 5, 4, 10, 8, 9, 13, 14, 3];7256;31
[9, 11, 0, 7, 3, 14, 4, 10, 8, 2, 1, 15, 12, 13, 5, 6];8379;3
[1, 3, 4, 10, 8, 9, 0, 7, 12, 11, 6, 5, 14, 13, 15, 2];8069;15
[12, 11, 15, 2, 1, 3, 6, 5, 14, 4, 10, 8, 9, 0, 7, 13];7863;24
[9, 6, 11, 13, 12, 15, 0, 7, 2, 1, 3, 14, 5, 4, 10, 8];7162;77
[0, 7, 3, 4, 10, 8, 2, 1, 15, 12, 11, 9, 6, 5, 14, 13];8652;1
[12, 11, 9, 6, 5, 14, 13, 15, 0, 7, 4, 10, 8, 2, 1, 3];8570;3
[9, 2, 1, 3, 13, 6, 11, 12, 15, 0, 7, 14, 5, 4, 10, 8];8036;10
[3, 7, 0, 11, 6, 5, 4, 10, 8, 9, 2, 1, 15, 12, 13, 14];7990;11
[14, 4, 10, 8, 2, 1, 3, 13, 6, 11, 12, 7, 0, 15, 9, 5];8396;5
[9, 11, 12, 13, 14, 7, 3, 1, 2, 0, 15, 6, 5, 4, 10, 8];7214;35
[6, 9, 11, 12, 15, 2, 1, 3, 7, 0, 8, 10, 4, 14, 13, 5];7469;17
[4, 10, 8, 5, 14, 7, 0, 13, 12, 11, 6, 9, 15, 2, 1, 3];8257;5
[0, 7, 2, 1, 3, 14, 5, 4, 10, 8, 9, 6, 11, 13, 12, 15];7162;92
[12, 13, 0, 15, 9, 8, 10, 4, 3, 1, 2, 7, 14, 5, 6, 11];8069;34
[14, 5, 13, 12, 15, 2, 1, 3, 7, 0, 11, 6, 9, 8, 10, 4];7021;108
[14, 5, 6, 9, 11, 0, 7, 3, 4, 10, 8, 2, 1, 15, 12, 13];8636;4
[2, 0, 15, 11, 9, 8, 10, 4, 14, 5, 6, 13, 12, 7, 3, 1];7028;202
[7, 0, 9, 8, 10, 3, 1, 2, 15, 11, 12, 13, 14, 4, 5, 6];8588;1
[0, 7, 3, 1, 2, 15, 11, 6, 5, 13, 12, 9, 8, 10, 4, 14];7091;123
[5, 6, 11, 9, 8, 10, 4, 0, 7, 3, 1, 2, 15, 12, 13, 14];7296;35
[8, 9, 11, 12, 13, 7, 3, 1, 2, 0, 15, 6, 5, 14, 4, 10];7089;25
[0, 15, 14, 13, 12, 11, 6, 5, 4, 10, 8, 9, 2, 1, 3, 7];7108;69
[2, 1, 3, 7, 0, 9, 8, 10, 4, 14, 13, 5, 6, 11, 12, 15];7040;100
[12, 0, 15, 11, 9, 2, 1, 3, 7, 4, 10, 8, 6, 5, 14, 13];8318;2
[2, 1, 3, 7, 8, 10, 4, 14, 13, 5, 6, 9, 11, 12, 15, 0];7588;13
[10, 4, 14, 0, 15, 11, 12, 13, 5, 6, 9, 7, 3, 1, 2, 8];8263;3
[2, 1, 3, 7, 0, 4, 10, 8, 9, 11, 12, 6, 5, 14, 13, 15];7394;11
[1, 15, 12, 13, 11, 6, 5, 4, 14, 3, 7, 0, 10, 8, 9, 2];8590;1
[1, 2, 15, 8, 10, 4, 14, 13, 11, 9, 6, 5, 12, 0, 7, 3];7470;21
[4, 3, 1, 2, 15, 12, 6, 5, 14, 13, 7, 0, 11, 9, 8, 10];8108;9
[8, 9, 11, 12, 6, 5, 14, 13, 15, 2, 1, 3, 7, 0, 4, 10];7394;25
[9, 11, 13, 12, 15, 0, 2, 1, 3, 7, 6, 5, 14, 4, 10, 8];7128;55
[4, 10, 8, 9, 0, 7, 11, 6, 5, 13, 3, 1, 2, 15, 12, 14];7964;25
[8, 10, 4, 14, 13, 15, 2, 1, 3, 11, 6, 5, 12, 7, 0, 9];7977;26
[1, 15, 11, 9, 8, 10, 4, 3, 7, 0, 12, 13, 14, 5, 6, 2];8369;2
[0, 7, 12, 11, 6, 13, 14, 3, 1, 2, 8, 10, 4, 5, 9, 15];8465;1
[8, 10, 4, 5, 6, 12, 15, 2, 1, 3, 14, 13, 7, 0, 11, 9];7904;2
[1, 2, 6, 5, 4, 10, 8, 9, 11, 0, 7, 3, 14, 13, 12, 15];8185;3
[9, 15, 0, 3, 7, 11, 5, 6, 2, 1, 12, 13, 14, 4, 10, 8];8282;3
[3, 1, 2, 6, 5, 8, 10, 4, 14, 13, 12, 11, 9, 15, 0, 7];7342;32
[12, 15, 2, 1, 3, 11, 6, 9, 8, 10, 4, 5, 14, 7, 0, 13];7915;4
[15, 9, 8, 10, 4, 14, 7, 0, 12, 11, 6, 5, 13, 3, 1, 2];7776;222
[9, 2, 1, 3, 7, 0, 15, 14, 4, 10, 8, 5, 6, 13, 12, 11];7299;16
[15, 0, 7, 14, 13, 12, 11, 6, 5, 9, 8, 10, 4, 3, 1, 2];7311;65
[7, 12, 13, 14, 3, 1, 2, 9, 8, 10, 4, 5, 6, 11, 15, 0];7787;65
[14, 4, 10, 8, 2, 1, 15, 12, 13, 5, 6, 9, 11, 0, 7, 3];8379;4
[1, 3, 4, 10, 8, 5, 6, 13, 14, 7, 0, 15, 12, 11, 9, 2];8337;1
[7, 3, 14, 13, 12, 15, 1, 2, 9, 8, 10, 4, 5, 6, 11, 0];7990;10
[6, 11, 12, 15, 2, 1, 3, 7, 0, 13, 5, 14, 4, 10, 8, 9];7037;73
[2, 15, 8, 10, 4, 14, 13, 5, 6, 9, 11, 12, 0, 7, 3, 1];7405;42
[3, 7, 14, 6, 11, 12, 13, 0, 15, 9, 5, 4, 10, 8, 2, 1];8467;2
[11, 6, 5, 4, 14, 13, 12, 7, 0, 15, 9, 8, 10, 3, 1, 2];8515;2
[6, 5, 14, 4, 10, 8, 9, 11, 15, 0, 2, 1, 3, 7, 12, 13];7028;190
[6, 2, 1, 15, 11, 9, 8, 10, 4, 3, 7, 0, 12, 13, 14, 5];8369;3
[10, 8, 9, 12, 13, 5, 6, 11, 15, 2, 1, 3, 7, 0, 14, 4];7091;134
[7, 11, 6, 5, 3, 1, 2, 15, 12, 13, 14, 4, 10, 8, 9, 0];7965;20
[11, 9, 8, 10, 5, 6, 0, 7, 14, 4, 3, 1, 2, 15, 12, 13];8278;4
[2, 9, 8, 10, 4, 14, 13, 12, 5, 6, 11, 15, 0, 7, 3, 1];7033;524
[13, 9, 8, 10, 4, 5, 6, 11, 12, 0, 7, 3, 1, 2, 15, 14];7235;5
[14, 13, 15, 2, 1, 3, 6, 5, 4, 10, 8, 9, 11, 12, 0, 7];8023;2
[6, 5, 14, 7, 2, 1, 3, 4, 10, 8, 15, 0, 13, 12, 11, 9];8508;4
[11, 15, 0, 7, 12, 13, 14, 3, 1, 2, 5, 4, 10, 8, 9, 6];8099;7
[13, 6, 5, 14, 4, 10, 8, 9, 11, 15, 2, 1, 3, 7, 0, 12];6930;828
[8, 10, 4, 3, 7, 0, 11, 9, 6, 5, 14, 13, 12, 15, 1, 2];8636;1
[5, 6, 2, 1, 3, 7, 0, 15, 14, 13, 12, 11, 9, 8, 10, 4];7303;23
[5, 6, 9, 11, 13, 14, 4, 10, 8, 15, 0, 2, 1, 3, 7, 12];7568;4
[15, 2, 1, 3, 4, 10, 8, 0, 7, 12, 11, 9, 6, 5, 14, 13];8498;4
[9, 13, 14, 5, 6, 11, 12, 15, 0, 2, 1, 3, 7, 4, 10, 8];7475;13
[0, 15, 12, 13, 11, 9, 2, 1, 3, 4, 10, 8, 6, 5, 14, 7];8275;2
[15, 12, 13, 14, 5, 8, 10, 4, 3, 7, 0, 11, 6, 9, 2, 1];8509;1
[11, 6, 5, 14, 15, 2, 1, 3, 4, 10, 8, 9, 0, 7, 13, 12];8096;9
[13, 7, 0, 15, 12, 11, 9, 6, 5, 4, 10, 8, 2, 1, 3, 14];8259;3
[7, 14, 4, 3, 1, 2, 12, 13, 11, 6, 5, 10, 8, 9, 15, 0];8225;4
[9, 6, 5, 14, 7, 0, 15, 8, 10, 4, 3, 1, 2, 12, 13, 11];8494;2
[6, 11, 15, 2, 1, 3, 14, 4, 10, 8, 9, 0, 7, 12, 13, 5];7764;170
[7, 0, 13, 12, 11, 15, 1, 2, 8, 10, 4, 5, 9, 6, 14, 3];8548;3
[1, 2, 6, 5, 14, 13, 7, 0, 15, 12, 11, 9, 8, 10, 4, 3];8216;4
[13, 12, 15, 1, 2, 11, 6, 5, 4, 10, 8, 9, 0, 7, 3, 14];8105;2
[5, 14, 4, 10, 8, 2, 1, 3, 7, 0, 15, 12, 13, 11, 9, 6];7351;201
[9, 8, 10, 4, 14, 5, 6, 2, 1, 3, 7, 0, 15, 12, 13, 11];7104;98
[3, 1, 2, 7, 0, 15, 8, 10, 4, 5, 6, 9, 11, 12, 13, 14];7524;30
[4, 14, 3, 7, 0, 13, 12, 15, 1, 2, 11, 6, 5, 9, 8, 10];7923;10
[2, 1, 3, 7, 0, 15, 9, 8, 10, 4, 14, 13, 5, 6, 11, 12];7073;143
[3, 1, 2, 9, 11, 15, 0, 7, 12, 13, 14, 5, 6, 8, 10, 4];8274;1
[13, 0, 7, 14, 5, 4, 10, 8, 9, 6, 11, 3, 1, 2, 15, 12];7915;5
[12, 13, 3, 1, 2, 15, 0, 7, 14, 6, 5, 4, 10, 8, 9, 11];7235;11
[13, 7, 0, 8, 10, 4, 3, 1, 2, 15, 14, 5, 6, 9, 11, 12];8525;1
[7, 3, 1, 2, 0, 15, 9, 11, 12, 13, 14, 4, 10, 8, 5, 6];7366;11
[4, 14, 3, 1, 2, 12, 11, 6, 5, 13, 7, 0, 15, 9, 8, 10];7827;32
[7, 12, 13, 6, 5, 8, 10, 4, 14, 3, 1, 2, 9, 11, 15, 0];7978;2
[3, 11, 9, 8, 10, 4, 5, 6, 14, 7, 0, 13, 12, 15, 2, 1];7933;5
[2, 1, 3, 13, 12, 11, 6, 5, 4, 14, 7, 0, 15, 10, 8, 9];8427;10
[7, 0, 11, 6, 9, 8, 10, 4, 5, 15, 2, 1, 3, 14, 13, 12];8013;4
[7, 0, 9, 8, 10, 4, 14, 12, 15, 2, 1, 3, 13, 5, 6, 11];7964;27
[14, 4, 10, 8, 9, 11, 12, 3, 7, 0, 15, 13, 5, 6, 2, 1];8368;1
[14, 4, 10, 8, 9, 11, 12, 13, 5, 6, 2, 1, 3, 7, 0, 15];7250;31
[2, 15, 11, 9, 6, 5, 13, 12, 3, 7, 0, 8, 10, 4, 14, 1];8584;2
[10, 4, 3, 1, 2, 15, 11, 9, 6, 5, 14, 13, 12, 7, 0, 8];8450;4
[12, 11, 15, 0, 2, 1, 3, 7, 14, 4, 10, 8, 9, 6, 5, 13];6941;354
[4, 10, 8, 5, 6, 2, 1, 3, 13, 12, 11, 9, 15, 0, 7, 14];8152;3
[0, 15, 12, 11, 9, 8, 10, 4, 5, 6, 2, 1, 3, 14, 13, 7];8012;7
[3, 4, 10, 8, 9, 5, 14, 13, 12, 6, 11, 15, 0, 7, 2, 1];7508;5
[13, 14, 5, 6, 12, 0, 7, 4, 10, 8, 9, 11, 3, 1, 2, 15];8231;1
[8, 10, 4, 3, 1, 2, 9, 6, 11, 12, 15, 0, 7, 13, 14, 5];8336;2
[8, 10, 11, 15, 0, 12, 13, 6, 5, 4, 14, 7, 3, 1, 2, 9];8335;2
[7, 0, 15, 13, 5, 6, 2, 1, 14, 4, 10, 8, 9, 11, 12, 3];8368;3
[11, 0, 7, 14, 4, 10, 8, 2, 1, 3, 15, 9, 6, 5, 13, 12];8249;26
[15, 9, 8, 10, 4, 5, 14, 3, 1, 2, 12, 13, 6, 11, 7, 0];8041;7
[10, 4, 14, 3, 7, 0, 15, 11, 12, 13, 5, 6, 1, 2, 9, 8];8101;8
[4, 14, 13, 12, 11, 9, 15, 0, 2, 1, 3, 7, 6, 5, 8, 10];7366;9
[0, 7, 14, 4, 10, 8, 15, 2, 1, 3, 12, 13, 5, 6, 9, 11];8214;7
[13, 12, 6, 11, 15, 2, 1, 3, 7, 0, 4, 10, 8, 9, 5, 14];7454;4
[4, 10, 8, 5, 6, 13, 12, 7, 0, 15, 11, 9, 2, 1, 3, 14];7978;7
[10, 0, 7, 3, 14, 4, 5, 6, 13, 12, 11, 15, 1, 2, 9, 8];8594;2
[13, 0, 7, 3, 4, 10, 8, 9, 2, 1, 15, 12, 11, 6, 5, 14];8210;4
[7, 0, 9, 6, 5, 4, 10, 8, 2, 1, 15, 11, 12, 13, 14, 3];8425;4
[3, 1, 2, 15, 12, 13, 11, 9, 8, 10, 4, 14, 5, 6, 0, 7];7025;148
[2, 1, 15, 11, 12, 13, 0, 7, 3, 14, 6, 9, 5, 4, 10, 8];8548;2
[6, 2, 1, 15, 12, 11, 9, 8, 10, 4, 14, 3, 7, 0, 13, 5];8148;7
[3, 1, 2, 15, 11, 6, 5, 12, 13, 14, 4, 10, 8, 9, 0, 7];7063;321
[9, 6, 11, 12, 13, 5, 14, 4, 10, 8, 2, 1, 3, 7, 0, 15];7508;30
[11, 6, 5, 9, 15, 0, 7, 3, 1, 2, 8, 10, 4, 14, 13, 12];7382;230
[13, 12, 9, 8, 10, 4, 14, 15, 0, 7, 3, 1, 2, 11, 6, 5];7255;21
[4, 10, 8, 9, 0, 7, 12, 13, 14, 3, 1, 2, 15, 11, 6, 5];7817;30
[4, 10, 8, 9, 5, 6, 11, 0, 7, 3, 14, 13, 12, 15, 2, 1];8329;1
[4, 14, 5, 13, 12, 7, 0, 15, 9, 6, 11, 3, 1, 2, 8, 10];8374;5
[1, 2, 15, 12, 13, 5, 6, 11, 7, 0, 9, 8, 10, 4, 14, 3];7792;60
[1, 2, 15, 8, 10, 4, 14, 7, 0, 11, 9, 6, 5, 13, 12, 3];8214;5
[15, 2, 1, 3, 5, 6, 11, 0, 7, 12, 13, 14, 4, 10, 8, 9];7883;66
[11, 2, 1, 3, 4, 10, 8, 9, 15, 0, 7, 12, 13, 14, 5, 6];8052;50
[11, 15, 0, 12, 13, 6, 14, 7, 3, 1, 2, 8, 10, 4, 5, 9];8538;1
[0, 7, 14, 6, 5, 4, 10, 8, 9, 11, 12, 13, 3, 1, 2, 15];7235;8
[11, 15, 1, 2, 8, 10, 4, 5, 9, 0, 7, 3, 14, 6, 13, 12];8714;1
[8, 10, 4, 14, 7, 0, 15, 9, 5, 6, 11, 12, 13, 3, 1, 2];8192;43
[3, 1, 2, 15, 12, 11, 6, 5, 13, 14, 4, 10, 8, 9, 0, 7];7040;125
[14, 5, 6, 11, 7, 3, 0, 9, 8, 10, 4, 1, 2, 15, 12, 13];8467;1
[12, 13, 6, 11, 15, 2, 1, 4, 10, 8, 9, 5, 14, 3, 7, 0];8472;2
[7, 3, 1, 2, 9, 8, 10, 4, 5, 6, 11, 12, 13, 14, 15, 0];7108;73
[5, 14, 7, 0, 15, 2, 1, 3, 13, 12, 11, 6, 9, 8, 10, 4];7217;8
[12, 13, 14, 15, 0, 7, 3, 1, 2, 8, 10, 4, 5, 6, 9, 11];7550;38
[3, 7, 0, 11, 6, 13, 12, 15, 1, 2, 9, 8, 10, 4, 5, 14];8153;20
[14, 3, 1, 2, 7, 0, 15, 11, 12, 13, 5, 6, 9, 8, 10, 4];6950;616
[7, 0, 15, 11, 9, 6, 5, 13, 12, 3, 1, 2, 8, 10, 4, 14];8241;12
[8, 9, 11, 0, 7, 13, 12, 15, 2, 1, 3, 6, 5, 14, 4, 10];7870;7
[14, 4, 10, 8, 2, 1, 15, 12, 11, 9, 6, 5, 13, 0, 7, 3];8395;4
[7, 0, 15, 9, 8, 10, 4, 3, 1, 2, 11, 6, 5, 14, 13, 12];8052;69
[15, 11, 6, 9, 8, 10, 4, 14, 5, 13, 12, 0, 7, 3, 1, 2];7001;225
[15, 9, 8, 10, 4, 14, 3, 1, 2, 12, 13, 5, 6, 11, 7, 0];7825;48
[7, 3, 1, 2, 0, 15, 8, 10, 4, 14, 13, 11, 9, 6, 5, 12];7568;7
[1, 2, 15, 13, 6, 5, 10, 8, 9, 11, 12, 0, 7, 14, 4, 3];8231;8
[9, 8, 10, 4, 14, 13, 12, 15, 2, 1, 3, 7, 0, 11, 6, 5];6895;644
[14, 5, 6, 13, 12, 7, 3, 1, 2, 0, 15, 11, 9, 8, 10, 4];7028;178
[15, 2, 1, 3, 7, 0, 13, 14, 4, 10, 8, 9, 5, 6, 11, 12];6911;683
[12, 0, 7, 3, 1, 2, 15, 14, 13, 9, 8, 10, 4, 5, 6, 11];7235;5
[1, 2, 7, 14, 5, 6, 11, 12, 13, 0, 15, 9, 8, 10, 4, 3];8069;45
[5, 14, 7, 0, 15, 9, 6, 11, 12, 13, 3, 1, 2, 8, 10, 4];8371;1
[7, 3, 4, 10, 8, 5, 14, 13, 12, 15, 1, 2, 9, 6, 11, 0];8509;4
[15, 12, 11, 9, 8, 10, 4, 14, 5, 6, 13, 7, 3, 1, 2, 0];7058;84
[3, 7, 14, 13, 12, 11, 6, 5, 4, 10, 8, 9, 15, 0, 2, 1];7076;65
[7, 0, 9, 8, 10, 4, 3, 1, 2, 15, 14, 5, 6, 11, 12, 13];8096;5
[13, 12, 9, 8, 10, 4, 0, 7, 3, 1, 2, 15, 11, 6, 5, 14];7374;44
[12, 13, 14, 4, 10, 8, 5, 6, 7, 3, 1, 2, 0, 15, 9, 11];7366;10
[6, 2, 1, 3, 13, 12, 11, 9, 15, 0, 7, 14, 4, 10, 8, 5];8152;4
[5, 14, 13, 15, 2, 1, 3, 4, 10, 8, 9, 11, 0, 7, 12, 6];8126;1
[11, 12, 6, 5, 14, 13, 7, 0, 15, 2, 1, 3, 4, 10, 8, 9];7441;44
[6, 5, 4, 10, 8, 2, 1, 3, 15, 9, 11, 12, 13, 0, 7, 14];8453;2
[3, 1, 2, 9, 11, 15, 0, 12, 13, 14, 4, 10, 8, 5, 6, 7];8097;2
[6, 9, 8, 10, 4, 5, 2, 1, 3, 14, 13, 12, 7, 0, 15, 11];8099;3
[1, 2, 9, 8, 10, 4, 5, 6, 11, 12, 15, 0, 7, 13, 14, 3];7817;30
[5, 13, 12, 15, 0, 2, 1, 3, 7, 11, 6, 9, 8, 10, 4, 14];7127;25
[14, 4, 10, 8, 5, 6, 3, 1, 2, 15, 9, 11, 12, 13, 0, 7];8095;4
[9, 15, 0, 7, 13, 14, 3, 1, 2, 12, 11, 6, 5, 4, 10, 8];7880;11
[13, 12, 11, 15, 0, 7, 3, 1, 2, 9, 8, 10, 4, 14, 5, 6];6913;233
[15, 0, 7, 12, 13, 14, 5, 6, 2, 1, 3, 4, 10, 8, 9, 11];8186;6
[3, 1, 2, 0, 15, 9, 8, 10, 4, 5, 6, 11, 12, 13, 14, 7];7076;56
[11, 6, 5, 14, 13, 12, 2, 1, 3, 4, 10, 8, 9, 15, 0, 7];8082;13
[5, 6, 11, 0, 7, 3, 1, 2, 15, 12, 13, 14, 4, 10, 8, 9];6895;693
[15, 9, 8, 10, 4, 14, 13, 12, 2, 1, 3, 5, 6, 11, 7, 0];7998;4
[14, 3, 7, 0, 13, 5, 6, 9, 11, 12, 15, 1, 2, 8, 10, 4];8395;5
[6, 13, 12, 0, 7, 3, 14, 5, 4, 10, 8, 9, 2, 1, 15, 11];8133;8
[9, 8, 10, 11, 15, 0, 7, 12, 13, 6, 5, 4, 14, 3, 1, 2];8315;3
[3, 13, 12, 11, 15, 0, 7, 14, 6, 5, 4, 10, 8, 9, 2, 1];7865;25
[2, 15, 11, 12, 13, 6, 9, 8, 10, 4, 5, 14, 0, 7, 3, 1];7086;33
[9, 6, 11, 12, 13, 0, 7, 14, 5, 8, 10, 4, 3, 1, 2, 15];8257;15
[14, 4, 10, 8, 9, 11, 12, 7, 3, 1, 2, 0, 15, 13, 6, 5];7076;70
[5, 6, 11, 12, 0, 7, 14, 13, 15, 2, 1, 3, 4, 10, 8, 9];8006;16
[3, 7, 4, 10, 8, 9, 11, 12, 6, 5, 14, 13, 15, 0, 2, 1];7463;16
[2, 1, 3, 6, 5, 4, 10, 8, 9, 11, 12, 0, 7, 14, 13, 15];8023;4
[6, 13, 12, 3, 1, 2, 9, 8, 10, 11, 15, 0, 7, 14, 4, 5];8380;2
[15, 11, 12, 13, 14, 5, 6, 9, 0, 7, 3, 4, 10, 8, 2, 1];8629;2
[13, 6, 5, 14, 3, 7, 0, 11, 9, 8, 10, 4, 1, 2, 15, 12];8384;3
[11, 12, 13, 14, 3, 1, 2, 6, 5, 4, 10, 8, 9, 15, 0, 7];7949;18
[14, 5, 6, 9, 11, 13, 12, 15, 2, 1, 3, 7, 0, 8, 10, 4];7368;61
[9, 11, 15, 0, 7, 4, 10, 8, 2, 1, 3, 12, 13, 14, 5, 6];8522;3
[1, 2, 9, 6, 11, 13, 12, 15, 0, 7, 14, 5, 8, 10, 4, 3];8307;1
[4, 10, 8, 2, 1, 15, 11, 12, 13, 5, 6, 9, 0, 7, 3, 14];8372;5
[0, 11, 6, 9, 8, 10, 4, 3, 1, 2, 15, 12, 13, 5, 14, 7];8104;3
[3, 1, 2, 15, 9, 11, 0, 7, 14, 4, 10, 8, 5, 6, 13, 12];8019;1
[7, 12, 13, 5, 14, 4, 10, 8, 9, 6, 11, 15, 0, 2, 1, 3];7099;40
[7, 3, 1, 2, 15, 6, 9, 8, 10, 4, 14, 5, 13, 12, 11, 0];7098;108
[2, 1, 3, 7, 14, 5, 4, 10, 8, 9, 6, 11, 13, 12, 15, 0];7153;95
[10, 4, 14, 13, 5, 6, 9, 11, 12, 0, 7, 3, 1, 2, 15, 8];7405;37
[14, 3, 7, 0, 9, 8, 10, 4, 5, 6, 11, 2, 1, 15, 12, 13];8105;3
[3, 7, 4, 10, 8, 9, 6, 5, 14, 13, 12, 11, 15, 0, 2, 1];7222;124
[2, 9, 6, 0, 7, 3, 4, 10, 8, 5, 14, 13, 12, 11, 15, 1];8588;2
[15, 0, 7, 3, 1, 2, 9, 8, 10, 4, 14, 13, 12, 5, 6, 11];7033;537
[13, 14, 5, 6, 11, 7, 0, 15, 9, 8, 10, 4, 3, 1, 2, 12];8082;9
[3, 1, 2, 0, 15, 6, 5, 13, 12, 11, 9, 8, 10, 4, 14, 7];7161;175
[2, 15, 13, 6, 5, 14, 4, 10, 8, 9, 11, 12, 0, 7, 3, 1];6978;685
[6, 5, 14, 13, 9, 8, 10, 4, 3, 1, 2, 7, 0, 15, 12, 11];7460;44
[6, 5, 13, 3, 1, 2, 15, 9, 8, 10, 4, 14, 7, 0, 12, 11];7776;200
[9, 8, 10, 4, 5, 6, 3, 1, 2, 15, 12, 13, 14, 7, 0, 11];7995;9
[1, 3, 7, 9, 8, 10, 4, 0, 15, 11, 12, 13, 14, 5, 6, 2];8299;1
[12, 13, 6, 5, 10, 8, 9, 2, 1, 3, 4, 14, 7, 0, 15, 11];8166;2
[6, 2, 1, 4, 10, 8, 9, 11, 15, 0, 7, 3, 12, 13, 14, 5];8602;2
[2, 15, 9, 8, 10, 4, 5, 14, 7, 0, 11, 6, 13, 12, 3, 1];7991;8
[13, 11, 9, 6, 5, 10, 8, 0, 7, 14, 4, 3, 1, 2, 15, 12];8621;1
[0, 7, 11, 6, 5, 13, 12, 15, 2, 1, 3, 14, 4, 10, 8, 9];7792;53
[1, 2, 15, 8, 10, 5, 6, 9, 11, 12, 13, 0, 7, 14, 4, 3];8551;2
[9, 8, 10, 4, 7, 0, 11, 6, 5, 14, 13, 12, 3, 1, 2, 15];8056;6
[15, 12, 13, 11, 6, 9, 8, 10, 4, 5, 14, 7, 3, 1, 2, 0];7153;107
[10, 4, 5, 6, 11, 2, 1, 3, 14, 13, 12, 7, 0, 15, 9, 8];7848;52
[6, 11, 12, 15, 0, 7, 14, 4, 10, 8, 9, 2, 1, 3, 13, 5];7820;101
[14, 7, 0, 11, 12, 13, 3, 1, 2, 15, 6, 9, 8, 10, 4, 5];7961;26
[1, 15, 11, 12, 13, 14, 3, 7, 0, 9, 8, 10, 4, 5, 6, 2];8178;6
[7, 13, 12, 11, 6, 5, 4, 14, 3, 1, 2, 9, 8, 10, 15, 0];8371;17
